question_id,topic_tokenized,answer_item_1_tokenized,answer_item_2_tokenized,answer_item_3_tokenized,answer_item_4_tokenized,answer_item_5_tokenized,answer_item_6_tokenized,answer_item_7_tokenized,answer_item_8_tokenized,answer_item_9_tokenized
734,entrepreneurship,"studi,drive,throw,attorney,son,war,much,least,give,music","current,phone,meet,recent,futur,includ,serv,read,assum,becom,southern,girl,colleg,notic,great","north,contain,none,hear,start,success,gener,shake,week,lose,war","south,sinc,togeth,product,defens,cultur","first,troubl,grow,set,begin,famili,rule,educ,word,bring,name,song,plan,ye,better",,,,
735,blockchain,"effect,compani,admit,senior,answer,father","game,boy,book,star,play,mani,hit","middl,place,social,research,issu,particularli,dream,includ,record,network,none,heart,fear,throw,teach,expert,step,allow,member","respons,includ,perhap,recent,mr,news,audienc,crime","increas,worri,success,like,small,smile,better,first,evid,start,although",,,,
736,"health,fit","degre,involv,clearli,surfac,import,chang,bed,oil,color,treatment,fill,born,stuff,school,environment,servic,truth,line,republican,guy","back,train,particular,leav,final,girl,build","program,know,busi,small,reason,fear,marriag,need,local,exampl,network,cut,leader,specif,firm,practic","quickli,cost,els,concern,west,western,question,explain,miss,mr,ahead,take,televis,marriag,western,rang,player","defens,care,letter,appli,involv,talk,write,son,polici,increas,may,lead,test",,,,
737,"quantum,comput","determin,bag,variou,clearli,around,polic,impact,charg,guess,phone","similar,compar,differ,factor,republican,attorney,drug,land,also,challeng,drop,support,discuss,peac,appli,past,term,draw,affect,tonight","member,class,practic,full,confer,perform,right,quickli,hour,situat","staff,allow,campaign,manag,safe,suddenli,program,member,receiv","might,experi,last,art,project,improv,militari,race,provid,left,includ,medic,explain,wall,discu,food","deep,govern,accept,sell,process,realli,close,sign,light,star,carri,contain,matter,tonight,live,improv,discov,modern,land,base,social,size,box,word,wear,church",,,
738,"health,fit","rate,deal,support,partner,institut,scene,foreign,action,eight,decad","rememb,seri,oil,old,citizen,mr","threat,doctor,major,militari,pretti,senior,amount,author,vote,month","offer,begin,sourc,writer,past,repres,leg,five,mani,affect","bank,quit,side,water,site,readi,medic,along,rather,method,fear,address,challeng,rate,three,worker","film,space,administr,bed,talk,religi,republican,letter,enough,abil,individu,kind,local,relat,theori,fire,present,key,prove,test,condit,hot,task,custom,free,world,effort,side","focu,effort,cultur,situat,son,rich,break",,
739,"space,explor","control,degre,star,seriou,peac,per,newspap,singl,front,recent,real,huge,look,across,garden,citizen,want","letter,power,state","father,perform,happen,fear,safe,administr,specif,hot,occur,father,protect,despit,environ,argu,well,car,lay,report,old,fact,valu,benefit,draw,execut,total,physic","clear,tend,tough,similar,particularli,practic,prevent,scene,public,risk,get,receiv,thousand,long,probabl,necessari,leav,everi,feel,size","boy,arriv,decad,fear,go,bill,page,point,gener,along,one,purpos,possibl,great,husband","nation,relat,law,stop,hold,wide,mr,writer,dog,ten,dark,area,pressur,also,probabl,agenc,billion,educ","land,artist,use,everyth,ahead,list,home,everi,mr,two,must,guy,parti,feel,thank,despit,final,money,number,surfac,miss,larg,take,thing,suddenli,wait,less,glass","student,green,artist,environ,fast,lay,boy,anyon,use,guy,rule,bring,receiv,late,music,stop",
740,robot,"feel,drug,good,heart,agre,agre,ground,purpos,issu,chang","whatev,nearli,accept,go,blue,key,money","father,color,break,student,test,other,collect","glass,energi,commerci,enough,provid,court,southern","glass,structur,degre,u,former,top,term,insid,sister,kid",,,,
741,educ,"sure,health,respond,miss,without,train,answer,town,alway,expert,inde","wind,east,set,care,husband,friend,way,thing,impact","fish,kid,station,fire,author,compar,north,difficult,toward,describ,today,son,front,wear,north,someth,smile,industri,listen,window,near,adult","cut,inde,move,far,confer,seek,forward,today,free,set,anim,blue,appear,turn,letter,mouth,attack,program,detail,main,similar","discov,agenc,exampl,enjoy,skill,staff,friend,allow,feel,spend","occur,notic,oil,audienc,posit,upon,includ","similar,financi,next,father,year,noth,pick,kind,offici,around,alon,much","citizen,doctor,like,give,later,outsid,hospit,major,door,fund,product,purpos",
742,"person,financ","whatev,forget,new,whatev,cut,talk,citizen,main,section,physic,drug,author,choic,fine,seek,explain,space,rather,task,join,commerci,laugh,explain,start,alway,peac,coupl","ok,author,camera,success,product,call,anyth","short,play,ga,futur,budget,soldier,around,realli,world,similar,foreign,futur,near,risk,ten,current,reflect,oil,finish,husband,window,blood,speech,materi,former","accord,import,east,stage,woman,sister,middl,cover,sign,radio,make,cold,main,southern,black,long,popular,church","benefit,total,alway,least,group,success,move,polici,presid,color","box,test,forget,teacher,charg,kid,bar","medium,power,know","statement,name,network,also,reflect,news,colleg,within,scienc,state,term,choos,assum,safe,floor,leader,find,woman,box","resourc,case,gener,wide,yet,hand,impact,stop,push,true"
743,"web,develop","hour,consum,futur,finish,artist,man,rest,hit,feder,hundr,thu,start,respond,issu,food,recogn,radio,pm,establish,ga,sever,whatev,sea,away,tough,moment,speech","market,woman,head,wear,anyon,interest,avoid,articl,test,say,benefit,anyth,head,age","anyth,strategi,suffer,list,busi,page,mind,draw,want,part,movement,local,friend,poor,third,get,sinc,area,cut,increas,pull,good","billion,look,sit,hold,differ,cost,protect,big,poor,happi,young,issu","dinner,differ,evid,pa,rest,event,trip",,,,
744,"web,develop","abil,compar,invest,toward,technolog,materi,statement,like,play,industri,son,compani,memori,boy,quit,maintain,almost,wind,choos,base,treatment,figur,price,thu,issu","begin,consum,nation,audienc,white,oper,believ","learn,build,talk,plant,place,seri,green,cost,data,dream,key,clearli,summer,like,plant,billion,chair","onto,hit,trip,whose,effect,near,send,anim,small,real,quickli,hot,sing,level,low,readi,school,posit,establish,vote,case,thank","south,fear,less,less,coupl,film,strategi,coach,wife,train,hold,letter,singl,throw,wait,role,affect,togeth,happen","anim,woman,rule,green,partner,well,beat,decis,human,govern,movement,claim","particular,wait,son,mean,care,job,better,everi,red,occur,heart,writer,pictur,meet,requir,leader,spend,rememb,left,professor,central,crime,despit,eight,compani","much,decis,radio,medic,sign,rate,contain,occur,hand,career,group,low,seem,great,close,colleg,practic,busi,theori,respons,rate",
745,"career,develop","figur,arriv,option,law,kind,establish,fast","land,mr,pressur,studi,recogn,success,seat,high,box,although,front,develop,similar,pick,respons","easi,dark,camera,charg,pay,walk,give,environment,everyth,describ,space,say,letter,inform","relationship,forward,high,subject,item,confer,imagin,next,moment,home,human","home,rather","north,offic,clearli,maintain,friend,region,anoth,treat,network,skin,secur,develop,author,plant,occur,rang,agre","show,establish,artist,carri,high,former,societi,plan,almost,attent,comput,region","team,appli,articl,enjoy,ahead,alon,may,size,rang","next,add,spend,particularli,kind,laugh,relationship,light,first,invest,assum,decid,indic,mention,agreement,per,learn,probabl,reflect,firm,futur"
746,robot,"financi,coupl,marriag,treat,food,door,yet,last,american","kind,news,back,quit,even,part,center,product,prevent,candid,trial,gun,read,discuss,trial,polici,improv,pictur,idea,ahead,trip,loss","smile,cultur,onto,polit,valu,question,pick,dark,name,product,invest","specif,everyon,wear,watch,talk,benefit,sometim,hold,hear,born,ever,famili,manag,trip,make,interest,mouth,skin","describ,turn,tabl,last,two,behavior,fear,scientist,major,differ","lawyer,offic,son,brother,land,lay,interest,recogn,wish,might,could,behind,work,suddenli,water,howev,life,fear,suggest,sport,real,u,rais,seem,sourc,meet,relat,differ,read","within,kind,even","fine,imag,readi,light,eye,boy,east,colleg,race,kitchen,bank,card,seriou,action,budget,gener,bag",
747,"artifici,intellig","drop,alreadi,avoid,bring,shoulder,tough,cost,plan,sort,discuss,model,togeth,abl,public,event,particularli,one","sit,inform,militari,choic,bag,smile,person,meet","detail,list,tend,word,particularli,polit,daughter,level,film,truth,admit,even,tend,member,near,fli,meet,time","hear,activ,heart","sing,improv,line,direct,realiz,set,mind,whatev","choos,decid,pa,respond,way,sport,back,administr,half,know,take,senior,finish,establish,oper,sort,focu","attent,network,sing,histori,offer,senior","becom,law,green,score,expert,watch,open,yet,thousand,best,stop,soon,polit,beyond,debat,level,much,argu,wind","hous,almost,campaign,histori,although,red,fill,servic,gener,guy,tv,forget,movi"
748,cybersecur,"figur,everyth,draw","work,remain,seven,signific,capit,daughter,lay,whether,school,hold,recent","best,push,church,near,ga,way,view,listen,import,happen,visit,southern,polic,hand","charg,hundr,affect,could,bank,recent,avail,particularli,step,pick,term","art,probabl,money,direct,hand,crime,market,messag,nearli","much,loss,accept,star","thing,mind,need,lay,hous,simpli,person,full,famili,els,offer,three,practic,employe,home",,
749,"web,develop","morn,region,experi,might,understand,toward,simpl,consum,ball,certain,might,meet","particip,happen,histori,govern,whose,high,want,south,resourc,health,within,thank,ago,carri,door,join,wrong,white,short,build,allow,line,speech,friend,newspap,evid","howev,line,cultur,wrong,hand,sport,believ,paint,medium,stage",,,,,,
750,robot,"model,american,kid,star,data,dog,avoid,mission,differ","thousand,know,food,reduc,day,smile,militari,democrat,born,gener,alway","center,return,whose,enough,place,word,produc,sit,artist,hous,repres","miss,read,sport,instead,smile,scientist,compani,child,record,product,ten,fli,offer,best","concern,north,wind,paint,accept,best,line,hot,skill,human,stand,discu","hospit,fight,give,street,size,comput,nearli,site,guess,parti,reach,child,recent,list,hand,modern,physic,somebodi,meet,explain,scene,econom,forward,true","similar,chanc,realiti,futur,region,unit,later,benefit,medic,throughout,babi,market,easi,consid,safe,sens,subject,radio,radio,well,consum,worri,environment,drive,insid,type,effect,exist","camera,follow,bit,accord,senior,charact,song,machin,bodi,level,effort,car,bad,speech,take,put,central,child,kid,face,pa,along,issu,beauti,class,power,event","run,page,realli,ga,writer,like,deep,approach,fight,daughter,invest"
751,"artifici,intellig","like,bar,eat,let,grow,major,address,area,billion,keep,earli,drop,physic,nation","number,ever,play,arriv,receiv,leav","half,shoulder,allow,wide,someth,tonight,like,none,larg,charact","event,writer,although,forget,process,sea","somebodi,focu,polici","understand,hit,consum,surfac,suffer,team,season,say,peopl,cours","task,artist,ever,know,teach,speech,offic,per,build,econom,billion,studi,today,cell,mother,standard,consid,guy,rise,particular,els,look,tell","bad,mouth,purpos,mean,new,avail,wonder,magazin,bag,writer,languag","power,station,radio,activ,would"
752,entrepreneurship,"stuff,join,summer,west,adult,common,move,opportun,threat,music","intern,return,garden,fall,hear,inform,pick,high,area,execut,organ,perform,nice","today,still,fire,good,import,would","sort,major,happi",,,,,
753,"career,develop","page,sea,partner,everybodi,head,relationship,sure,walk,coupl,profession","first,air,servic,sinc,expert,possibl,week,republican,seven,campaign","garden,talk,phone,glass,school,name,profession,measur,system,industri,southern",,,,,,
754,"quantum,comput","elect,car,direct,draw,suffer,share,fli,alway,identifi,art,articl,draw,old,none,week,today,avail,effect,particip,one,theori","almost,two,troubl,insid,whole,later,make,check,public,ga,manag,stage,good,stay,charact,place,hour,attorney,presid,fall,difficult","grow,woman,common,start,mind,five,draw","nation,sound,perform,effort,join,specif,middl","trade,open,situat,receiv,interest,present,necessari,hold,control,poor,street,best,singl,ten,civil,american,water,dog,room,improv,step,sinc","prove,everyon,open,centuri","long,intern,seem,charg,glass,late,eat,respond,skin,third,moment,strong,mind","minut,might,argu,report,answer,messag,role,rememb,establish,power",
755,"web,develop","third,focu,box,fli,teacher,black","full,offic,half,star,style,share,measur,left,stock,throughout,main,finish,certain,street,secur,space,prevent,wonder,everybodi","know,partner,feel,medic,polit,blood,scienc,cup,polici,size,tend,perhap,travel,list,product,instead,poor,adult,mr,west,eye,give,hous,pm,without,growth","lay,cup,govern,system,rememb,soldier","anyon,goal,throughout,even,save,three,west,citi",,,,
756,"machin,learn","food,happi,mind,brother,drop,draw,color,page,play","face,west,seem,allow","bit,experi,continu,behavior,continu,particularli","discov,notic,discu","either,top,magazin,run,capit,realiti,current,particip,moment,floor,understand,end,board,paint,action","issu,artist,pm,later,difficult,situat,letter,big,concern,star","side,without,treatment,floor,seat,resourc,everyon,red,eight",,
757,"machin,learn","summer,nation,pay,brother,group,station,custom,miss,despit,knowledg,cultur,per,mr,appli,five,ball","action,program,area,fear,singl,reason,increas,push,gener","break,find,matter,nice,carri,card,servic,set,two,exactli,smile,yeah,seven,affect,style,far,growth","evid,alreadi,possibl,writer,abl,seek,none,station,score,radio,trial,assum,tend,employe,histori,father,stock,avail,account","gener,campaign","poor,everyth,around,somebodi,quickli,senior,today,street","believ,moment,movi,hit,six,beat,realiti,could","bodi,begin,set,worker,age,sign,miss,throw,current,face,secur,field,case,tough,sourc,special,close,half,bar,coach",
758,"data,scienc","support,appli,condit,true,tend,democrat,total,invest","perform,stand,white,risk,dog,comput,especi,space,maintain,learn,style,difficult,gun,partner,recent,public,act,thousand,wrong,son","final,face,point,special,much","bad,brother,histori,democrat,option,analysi,front,room,support,church","per,event,former,current,sens,would,enjoy,vote,allow,success,fact,total,candid,take,industri,hair,congress,day,despit,music,similar,smile,polit,person","properti,throughout,weight","fish,network,place,foot,enter,train,offici,organ,assum,condit,oper,sound,total,sort,prepar,firm,cell,pressur,find,allow,throughout,anoth,insid,almost,second,face,imagin,cost,child","worker,reach,evid,agent,whose,card","major,accord,spring,signific,watch,system,letter,organ,theori"
759,sociolog,"futur,modern,presid,wide,reach,view,great,feel,sea,includ,daughter,law,join,door,foreign,other","affect,continu,reflect,wear,event,power,intern,stock,throw,letter,play,avoid","huge,probabl,organ,effect,cold,threat,identifi,man",,,,,,
760,"career,develop","call,reason,edg,argu,modern","other,prepar,instead,messag,littl,tv,husband,adult,vote,militari","messag,babi,free,high,theori,left,letter,level,everybodi,begin","campaign,machin,keep,care,film,howev,variou,offic,inform,woman,visit,sing","address,social,employe,want","look,cost","social,win,air","choos,spring,pa,suggest,easi,feel",
761,"digit,market","expect,notic,exampl,evid,foreign,strong,describ,tend,contain,bodi,wait,program,detail,confer,bank,four,u,cell,page,space","system,relationship,leav,none,noth,centuri,pay,other,market,exist,like,howev,manag,stuff","bodi,mouth,certain,might","offic,week,specif,thank,televis,card,onto,cultur","ok,knowledg,situat,probabl,cultur,mayb,might,race,know","respond,mouth,tree,season","doctor,train,half,arriv,event,hope,amount,trip,wind,section,dog,decis,finish,dinner,fear,wife,rather,win,must,relat","cultur,candid,ok,plan,discu,argu,blood,attack,set,state,teacher,age,land,hold",
762,sociolog,"recent,price,water,spring,although,gener,wrong,public,ball","hope,door,custom,speech,film,suddenli,lot,scienc","wait,budget,concern,total,woman,leav,describ,church,wrong,wish,three,would,newspap","u,full,memori,despit,suggest,task,interview,famili,red,car,bag,enter,road","issu,long,money,end,land,scene,six,attack,lay,intern,feel,owner,rich","state,forc,finish,among,seem,congress,could,part,sing,remain,good,past,begin,ga,minut,far,degre,get","mani,mr,prevent,exist,add,style,fact,laugh","item,nation,creat,like,stand,keep,cup,interview",
763,educ,"fact,parti,method,best,wait,school,interview,intern,hard,purpos,attorney,network,pm,smile,hospit","daughter,section,avail,case,coupl,els,half,believ,rememb,like,term,daughter","south,religi,though,green,actual,keep,industri,pm,exactli,gun","third,short,famili,season,scientist,sound,candid,pretti,fast,question,civil,develop,thousand","practic,often,tri,system,despit,knowledg,feder,face,social",,,,
764,"climat,chang","ball,physic,yeah,time,word,hand,place,age,financi,effect,readi,cover,certainli,import,hundr,candid,name","enter,father,best,cup,decid,artist,someth,key,save,chair,audienc,realiti,attent,reach","might,anoth,buy,set,mouth,stage,feder,product,section,southern,describ","less,street,pay,bar,travel,ago,within,affect,seek,deal,buy","left,carri,paper,book,involv,togeth,charact","sourc,maintain,hand,perform,wind,reach","court,leav,network,process,alreadi,new,father,eight,move,main,capit,offic,night,strategi,ok",,
765,"person,financ","way,els,note,adult,interview,fast,nice,pictur,bit,item,execut,ever,author,realiti,develop,knowledg,scienc,agenc,allow","former,around,kid,technolog,rais,north,accord,firm,standard,agre,get,lose,expert,arriv,expert,outsid,agenc,true","pull,presid,begin,region,church,room,poor,strong,week,partner,sever","social,anim,right,public,middl,score,challeng,worker,decad,purpos,either,decad,import,mayb,must","firm,pay,high,go,rate,color,centuri,activ,nice,oper,republican,long,hope","issu,use,high,becom,one,sell,perform,hair,born,cut,morn,hair,free,mention,anim,industri,either,back,grow,record,author,pay","reveal,happi,alway,foot,upon,suggest","behind,audienc,toward,charg,certainli,gener,visit,later,requir,let",
766,"health,fit","surfac,onto,make,best,industri,offici,around","lot,huge,treat,bill,direct,record,unit,summer,three,fight,field,think,execut,spring,decis,front,republican","recent,huge,mouth,product","husband,quickli,land,rise,public,open,price,case,feel,treat,bar,author,offer,everybodi,sometim,sourc,strategi,public,famili,set",,,,,
767,"data,scienc","mission,admit,big,citizen,avail,public","paper,third,name,woman","paper,mention,fight,question,art,music,agenc,case,glass,even,budget,ok,front,board",,,,,,
768,"climat,chang","specif,far,green,everyth,togeth,skill,fund,recent,hear,rise,suddenli,everyth","agent,near,compar,includ","serv,within,live,even,particular,agenc,process,church,make,read,fear,place,area",,,,,,
769,histori,"foreign,inde,measur,els,guy,public,action,fast","free,republican,babi","eye,crime,clearli,third,either,colleg,tend,letter,author,carri,seriou,militari,despit",,,,,,
770,cybersecur,"space,happi,home,event,see,qualiti,face,fine,trial,morn,requir,student,first,suddenli,reflect,young,imag,stuff,threat,argu","countri,sit,someth,night,beyond,avoid,democrat,say,drug","stay,pattern,beauti,rule,magazin,intern,environ,know,technolog,sister,call,car,phone,section,feel,someon,strategi,tree","spend,lawyer,respons,huge,elect,administr,fli,peopl,list,food,hear,growth,yard,avail,person,charg,main","star,variou,posit,establish,ga,messag,end,southern,key,actual,long,perform,section,condit,look,morn,past,foot,necessari","opportun,involv,item,comput,main,manag,like,fine,knowledg,dog,hotel,variou","practic,actual,necessari,tend,rais,decad,everyon,congress,messag,final,make,famili,respons,choos,usual,whole,heart,put,expect,question,whatev","skill,spend,readi,dinner,process,economi,magazin,memori,build,method,rich,decad,wife,custom",
771,histori,"data,two,find,simpli,togeth,certain,consid,season,histori,confer,civil,decad,sinc,execut,summer,sure,hand","discu,garden,town,yet,scene,marriag","pick,interest,troubl,book,open,street,stay,role,educ,attent,east,also,blue,school,togeth,central,respond,within,purpos","sing,evid,simpl,shoulder,act,also,reduc,staff,court,question,street,garden,pictur,interest",,,,,
772,"environment,scienc","mr,expert,bed,argu,anim,allow,thought,type,success,arriv,republican,life,tri,whether,compani,cultur,group","less,offic,magazin,method,figur,author,stuff,employe,growth,tax,coach,go,war,less,stuff,leav","behavior,anoth,hous,kid,score,qualiti,rule,whole,fill,season,chanc","expert,black,hous,key,sure,campaign,hand,woman,green,meet","action,seri,surfac,drug","letter,good,husband,chanc,scene,amount,sourc,common,sound,writer,messag,peac,grow","subject,treatment,invest,decid,receiv,action,author,win,respond",,
773,histori,"song,full,campaign,offer,glass,practic,manag,bad,either,relat,democrat","capit,respond,whose,perhap,inform,race","wait,law,contain,feder,subject,pictur,recent,point,seem,medic,forget,energi,dark,lawyer,thought,cultur,sport","realiti,rang,instead,better,choos,execut,class,studi,type,read,gun","movement,game,keep,wide,challeng,whole,decis,tough,lead,easi","paper,benefit,notic,field","everybodi,republican,heart,readi,knowledg,moment,vote,technolog,increas,look,improv,repres,car,also,mouth,join,key,seek,join,parent,allow,econom,treatment","forc,easi,exist,tend,debat,read,accord,energi,must,seem,could,field,use,focu,anyth",
774,blockchain,"sinc,year,sound,new,thank,impact,hour,parent,blood,even,pm,live,care,gener,center,around,talk","collect,pictur,democrat,process,spend,foot,morn,money,listen,build,level,top,heavi,rather,choic,step","parent,know,onto,suddenli,ga,space,direct,discov,site,abl,newspap","last,cover,indic,actual,real,yard,sometim,prove,wall","brother,howev,alway,leav,word","serv,wide,polici,paper,east,week,stock,defens,move,though,north,whatev,size,special","key,ok,mr,friend,polici,establish,life,manag,build,insid,train,friend,respons,system,scientist,futur,miss","evid,sea,howev,end,agre,laugh,season,research,billion,away,suddenli,peac,page,great,includ,middl,word,although","hous,instead,necessari,anyth,sign,coach,hot"
775,blockchain,"abil,either,approach,top,includ,fund,rise,consum,contain,speech","evid,central,point,religi,bill,type,democrat,paper,scienc,price,feel,pressur,question,take,magazin,tri","tell,husband,small,medic,smile,clear,memori,well,environ,train,stori,total,major,main","husband,littl,learn,choos,simpl,republican,resourc,perhap","kid,tax,defens,earli,quit,shoulder,price,would,pictur","sort,gener,fall,mr,republican,part,hour,amount,attorney,voic,hit,serv,languag,later","win,clear,author,state,speech,bit,anyth",,
776,"artifici,intellig","firm,like,space,door,ever","certain,best,effect,differ,respons,offic,live,materi,subject,say,heart","student,charg,member,alway,perform",,,,,,
777,"quantum,comput","cultur,ago,word,side,use,question,effect,fish,marriag,sign,treat,attack,beat,whether,readi,someth,rather","drive,oil,third,littl,cultur,surfac,address,owner,senior","inform,author,color,write,hundr,compar,though,eat,peac,commerci,major,section,accord,countri,campaign","size,assum,deal,win,modern,catch,view,figur,act,compani,ball,street,ball,babi,student,new,add,actual,thousand,beyond,writer","noth,similar,experi,chair,certainli,court,involv,profession,person,design,smile,top,strong,leader,respons,activ,view,current,chanc,strong","garden,inform,compani,notic,spring,becom,realiti,system","american,drug,three,give,often,news,job,probabl,oil,fill,employe,vote,left",,
778,"health,fit","care,true,green,abl,meet,name,region,build,difficult,machin,water,provid,major,anim,subject","camera,creat,accord,option,thing,next,differ,respond,travel,form","other,friend,author,issu,friend,inform,six,seem,whose,challeng,item,design,larg,person,specif,meet,guy,south,high,sign,wear,son,truth,list","least,season,congress,particular,anim,suffer,research,partner,goal,campaign,sinc,tough,establish,away,seri,televis,loss,coupl,modern,even,reflect","intern,listen,seem,right,comput,test,commerci,parti,togeth,foot,prepar,five,light,histori,eat","work,hand,cup,confer,languag","detail,visit,artist,thought",,
779,"quantum,comput","abl,alreadi,anoth,land,trip,order,sea,onto,respons,class,crime,third,yard,republican,fast,whether,import,behavior","research,rang,avoid,leav,sign,suggest,prevent,without,wind,assum,measur,town,professor,ga,eight,shake,lay,ahead,perhap,key,messag,much,among,collect","chanc,heavi,tough,area,plant,economi,bag,hot,network,realli,polit,job,appear,defens,night,manag,role","simpl,ten,center,develop,democrat",,,,,
780,"web,develop","ahead,soldier,articl,low,analysi,avoid,sound,mouth,product,signific,inform,audienc,throughout,appear","eat,choic,artist,start,growth,arriv,hundr,hundr,beyond,southern,republican,food,describ,countri","perhap,check,wonder","mean,republican,magazin,week,gener,attack","feel,speak,vote,necessari,whatev,partner",,,,
781,cybersecur,"even,eat,rais,like,even,adult,defens,give,skin","sea,place,polic,human,staff","sing,visit,within,door,modern,includ,tonight,action,includ,size,know,natur,though,rate,choos",,,,,,
782,"quantum,comput","west,deal,four,process,field,middl,three,late,data,tabl,sometim","bed,hit,doctor,hold,may,whether,foreign,figur,gener,doctor,data,old,exampl,class,color,medic,alon,turn,singl,alreadi,buy,togeth,bill,polici,repres,busi,read","mention,larg,oil,site","price,camera,face,without,relationship,floor,seek,parti,ask,certainli,hair,answer,leav,check,southern,white,south","part,admit,vote,author,economi,color,posit,pressur,right,knowledg","want,present,charact,economi,sometim,feder,within,howev,common","direct,bag,forward,parent,form,let,role,avoid,parent,play,big,newspap,trip,style,educ,call,popul,foreign,green,watch,guy,individu,card",,
783,blockchain,"evid,worker,hope,tend,creat,research,top,center,side,firm,person,civil,trip,eight,team,govern,run,part,number","size,train,thu,structur,none,fill,thu","prove,someth,insid,allow,team,end,rule","natur,church,school,identifi,lay,act,develop,educ,rememb,piec,posit,citizen,u","everyon,bodi,social,line,actual,interview",,,,
784,"quantum,comput","establish,provid,war,left,economi,remain,beauti,hous,yard,full,anim,thu","see,paint,militari,build,nation,act,indic","wait,beat,purpos,budget,citizen,guess,draw,front,special,worker,sourc","strong,strategi,address,process,mr,player,shake,specif,technolog","easi,appear,u,either,start","tonight,last,reveal,morn,total,agreement,within","machin,wonder,final,top,two,program,plant,institut,involv,born,person,seven,organ,possibl,exampl,dream,compani,four,month,chang,other,receiv","guess,buy,brother,memori,scientist,choos,around",
785,blockchain,"south,keep,possibl,sinc,matter,trip,either,studi,singl,commerci,long","second,foreign,everyon,spend,secur,foreign,wish,militari,network,music,tri,base,beat,interest,militari,particular","standard,vote,fli,war,whether,middl,final,establish,view,someon,execut,manag,age,main,import,analysi,readi,beat","bar,happen,short,start,month,howev,son,whose,tonight,build,kid,industri,consum,languag,race,bed,agreement,break","window,understand,space","avoid,product,accord,rise,court,new,feder","secur,fish,read,chair,make,southern,professor,seriou,could,stay,could,fight,research,tree,main,quit,sure,live","anyon,home,rate,discuss,home,next,visit,variou,note,charact,later,year,polit,true,play",
786,"digit,market","leav,audienc,free,affect,congress,cell,treat,perform,someth,game,seem,high,entir,safe,discov,account,process,babi,land,church,possibl,hand,glass,beat,order","someon,send,technolog,insid,girl,factor,father,best,get,remain,explain,style,finish,lot,babi,kind,organ,skin,situat,campaign,treat,simpl","must,parti,pm,face,think,style,main,simpl,modern,train,yard,build,entir,argu,machin,camera,song,sort,fast,line,book","day,financi,govern,build,agent,forc","factor,republican,receiv,lose","onto,power,point,world,southern,particip,week","eight,art,either,wish,leader,dark,none,find","suggest,fast,happen,allow,seat",
787,blockchain,"buy,view,let,book,receiv,simpl,truth,nice,give,assum,talk,less,sell,fast,hear,simpl,crime,black,health,father,student,plan,big","may,agre,heavi","consum,polit,elect,strategi,action,follow,tend,opportun,debat,audienc,train,exist,sometim,ask,interest,citizen,film,win,big,show,economi,oil,wait,final,bag","enough,els,hour,power,quit,citizen,feel,sing,respons,land,last,clear,posit,fine,popular","among,interview,usual,cut,meet,side,qualiti","seem,confer,think,easi,record,pay,mani,accord,want,per,nearli,big,rather,cell,gener,citizen,former,one","major,profession,blood,big,eight,includ,troubl,fish,final,get,attorney,father,sound,push,countri,claim,move,prevent,thu,improv,rule,piec,director,well",,
788,"health,fit","magazin,amount,collect,model,head,understand,throw,relat,later,say,suffer,fall,heart","child,larg,night,individu,increas,approach,question,center,wall,doctor,direct,seriou,design,citi,focu","add,everyth,agre,writer,enter,machin,leader,local,requir,realiz,center,protect,question,singl,call,share,sign,standard","recent,leav,region,case,red,condit,difficult,countri,miss,later,eat,might,resourc,simpl,presid,manag,safe,program,southern","great,differ,type,get,earli,term,author,tradit,ye,languag,middl,govern,tonight,free,administr,chair,score","congress,foot,case,order,rememb,rich","often,profession,small,recent,word,seem,realiz,stand,data",,
789,"environment,scienc","rock,top,realiti,right,final,human,polici,least,four,recogn","high,even,anoth,inde,ago,commerci,seven","respons,method,identifi,custom,ye,let,nearli","bank,relationship,month,call,bar,book,rich,enough,develop,best,feel,contain,food,minut,less,interview,environment,respons,pay,centuri,help,fall,difficult,mouth","case,green,guess,run,attorney,could,free,million,babi,natur,door","mouth,decis,state,fine,meet,particularli,issu,forc,worri,order","pretti,key,experi,age,race","sometim,cell,writer,side","industri,citizen,develop,open,chang,natur,data,long,recent,rememb,charact,network,huge,effort,number,school"
790,blockchain,"sign,simpl,readi,man,probabl,around,health,structur,smile,race,music,manag,big,stori,eat,expect,stand,long,site,score,tax","decad,togeth,polit,instead,know,becom,factor,event,war,fight,hot,elect,coach,someon","admit,kid,board,record,imag,loss,face,anyth,sit,low,forward,civil,particularli,listen,risk,although,tend,mother",,,,,,
791,histori,"stuff,earli,poor,center,educ,miss,think","studi,know,simpli,five,hit,studi,leav","let,maintain,law,entir,respons","produc,physic,fast,everyth,tri,answer,part,wonder,fish,someon,central","boy,style,follow,particip,ago,physic,big,smile,start,door,offic","tax,account,worri,money,industri,especi,word,matter,keep",,,
